-5.84E-05,-0.555629249,-1.460474208,-0.006182539,-0.88244808,0.059633383,0.054142721,0
0.45384425,-0.01587705,0.020181906,-14.75676434,0.206840763,0.563018331,1.428030555,0
-13.98998843,0.03060862,0.000199164,-0.877981823,-0.912267645,-16.6931888,2.054373092,0
1.612434423,-0.017757196,0.016520427,-7.55505195,-0.148952297,-3.57891223,-0.889975404,0
0.007381092,1.51382677,-0.561698508,-0.000887182,-0.317166851,0.02572309,0.049563585,0
27.92139753,-0.100709407,0.03802418,1.253636412,-0.772580102,-10.31111443,-5.268820765,0
0.019113226,3.765370596,2.108314037,0.027894773,2.34145029,-0.132599525,0.012373242,0
0.023409837,0.694848288,-31.55317362,-0.080579234,-3.421554769,0.180262097,0.037260065,0
2.302190426,-0.013669762,0.009037891,-2.401252995,-0.109490404,-1.739815648,-1.969175503,0
3.702519538,-0.01809796,0.011301599,-3.899948,-0.130457388,-2.757415983,-0.003129446,0
13.76596883,-0.04890671,0.02038725,-5.221313392,0.107578645,1.890538585,-2.04470644,0
14.39343003,-0.042714537,0.009427909,6.372894605,-0.655931098,-9.900623164,3.124801153,0
-2.114985807,0.010309434,-0.007242222,4.143078792,-0.053003503,-0.097942924,-0.563712221,0
2.090639256,-0.017584361,0.014736208,-6.017755315,-0.152300784,-3.274258228,-1.238443664,0
-1.338012644,-0.010948553,0.017137668,-9.825231488,-0.195199857,-5.206967597,0.508448081,0
-7.616689246,0.031492222,-0.020483979,15.52841402,-0.779411585,-10.63605587,-1.052478605,0
0.096684095,27.98288288,5.600437699,0.024729554,4.092998809,-0.25332254,-0.024230642,0
0.231436862,-0.006801678,0.006334741,-1.36139431,-0.174039982,-2.767636844,-1.868786691,0
-0.076831957,-19.27213423,-28.4399673,-0.184599415,-15.9655465,0.945269337,0.218082562,0
-2.3651255,-0.000987338,0.007457207,-4.958957991,-0.003760846,-0.654329926,-1.814748541,0
-2.881435086,0.008758936,-0.003892318,3.311353894,-0.217582776,-2.95744213,-1.29107782,0
-0.026487042,-12.49664898,-43.02554915,-0.155820471,-10.47225824,0.601613812,0.133564491,0
0.010474532,2.911066231,4.327170462,0.016906785,0.840301182,-0.039986747,0.038671006,0
-0.098506954,-3.651551665,30.41414432,-0.174797433,-21.69221159,1.322816497,0.333337018,0
0.010911843,2.011367945,0.705044332,0.012670881,0.889592788,-0.045954347,0.031540223,0
-5.038874361,0.00970898,0.001688631,-2.227189827,-0.090276186,-1.810405192,-1.548893036,0
-14.50582407,0.025035143,0.01196594,-16.62523375,0.238556912,0.740978862,-1.800371765,0
26.7374125,-0.086810819,0.028161284,0.087619701,-0.268755768,-3.03565188,-1.325422756,0
8.26772404,-0.003235626,-0.025531088,28.87228313,-0.745169789,-6.119672646,-4.732390383,0
-2.907187614,-0.006732581,0.015874246,-9.583790295,-0.102772137,-3.183227087,-1.431352343,0
0.050777653,15.97160552,-1.519652738,-0.02615299,-0.888302487,0.043650406,0.02616226,1
-26.16894209,0.080908278,-0.025032077,3.019488569,-0.177256431,-3.528355161,-1.123910269,0
-5.434577813,-0.00870284,0.038911907,-47.35886674,1.794058352,19.52049116,9.78633385,0
-5.042647148,0.012629874,-8.80E-06,-4.421987946,0.172844478,1.83721182,-0.196829981,0
-15.69652344,0.045370746,-0.010802121,-2.219983217,0.186335447,2.612892228,-3.141631999,0
6.836704891,-0.029195698,0.013248431,0.355389651,-0.312184072,-3.966412989,-4.236542856,0
0.003406708,-7.486925302,-3.257659341,0.085733455,7.366963398,-0.425099294,-0.039415429,0
0.157488222,50.46951032,-35.37498171,-0.235125281,-12.35603713,0.666054845,0.102087104,0
4.670291388,-0.018439694,0.007930492,0.06601054,-0.211348869,-3.082269633,-1.358366821,0
-3.01199894,0.001944402,0.005167056,-3.067753279,-0.064847307,-1.246491392,-2.47785418,0
