2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.47695,0.47803,0.37885,0.38904,0.4372,0.72622,0.83042,0.44063,0.28256,0.38881,0.38703,0.50014,0.45513,0.47889,0.45574,0.56316,0.58918
0.39258,0.39419,0.31732,0.29003,0.35992,0.16157,0.19156,0.072496,0.068436,0.071784,0.067324,0.075335,0.10035,0.061899,0.031843,0.056898,0.075963
0.2711,0.27069,0.20719,0.25945,0.24844,0.70803,0.80805,0.43463,0.27416,0.38214,0.38113,0.49444,0.44394,0.47488,0.45462,0.56028,0.58427
303.36,302.9,231.84,290.32,278,792.29,904.2,486.36,306.78,427.61,426.49,553.27,496.77,531.39,508.72,626.95,653.8
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
